DateTime,Latitude,Longitude,Depth,Magnitude,MagType,NbStations,Gap,Distance,RMS,Source,EventID
2022/01/01 06:10:48.01,35.89950,-120.44100,5.650,3.29,ML,65,53,2,0.10,NCSN,73671951
2022/01/03 02:34:48.24,35.31783,-119.40850,12.050,4.05,ML,72,28,19,0.43,NCSN,73672951
2022/01/05 07:20:55.90,38.18884,-117.86200,1.480,4.36,Mw,14,240,81,0.18,NCSN,73673871
2022/01/05 07:21:13.98,38.20917,-117.80133,21.620,4.37,Mw,61,95,53,0.28,NCSN,73673876
2022/01/06 00:28:07.01,37.33383,-117.90234,9.500,4.75,Mw,70,70,36,0.10,NCSN,73674211
2022/01/06 02:42:10.83,40.38467,-124.86433,12.570,4.58,Mw,145,224,46,0.24,NCSN,73674251
2022/01/06 04:21:22.10,38.19450,-117.88834,-1.840,3.62,ML,46,139,20,0.25,NCSN,73674291
2022/01/07 00:56:40.26,40.47800,-124.32183,18.750,3.03,ML,40,119,1,0.11,NCSN,73674821
2022/01/07 02:32:07.13,37.33633,-117.90283,8.720,3.01,ML,49,70,36,0.10,NCSN,73674891
2022/01/08 06:21:31.81,34.43433,-118.99683,-0.760,3.70,ML,33,118,19,0.35,NCSN,73675471
2022/01/08 23:46:18.31,33.36217,-116.87383,4.070,3.34,ML,11,118,1,0.13,NCSN,73675851
2022/01/13 03:19:08.87,33.47300,-116.44250,13.110,3.91,Mw,9,159,15,0.05,NCSN,73677711
2022/01/17 00:02:30.15,34.43000,-119.27500,10.440,3.21,ML,35,167,37,0.30,NCSN,73679401
2022/01/18 07:39:15.25,33.82550,-116.75166,13.080,3.70,ML,10,91,13,0.11,NCSN,73680096
2022/01/18 17:55:07.66,38.94033,-122.09016,4.690,3.20,Mh,23,117,18,0.25,NCSN,73680306
2022/01/18 18:31:13.82,38.96717,-122.11283,1.590,3.30,Mh,14,106,19,0.42,NCSN,73680326
2022/01/20 15:45:10.49,38.20417,-117.77283,4.970,3.62,ML,35,161,15,0.15,NCSN,73681076
2022/01/22 22:40:11.31,38.26383,-118.34400,21.210,4.36,Mw,72,80,14,0.44,NCSN,73682046
2022/01/23 16:53:10.31,36.66667,-121.27033,5.170,3.07,ML,77,68,7,0.12,NCSN,73682266
2022/01/23 20:57:15.38,33.43833,-116.39300,5.740,3.17,ML,8,168,18,0.09,NCSN,73682306
2022/01/26 09:59:04.98,36.02234,-117.78767,1.680,3.09,ML,16,113,2,0.18,NCSN,73683046
2022/01/27 10:51:22.46,35.06950,-118.99033,16.620,3.57,ML,53,50,16,0.27,NCSN,73683521
2022/01/27 10:52:41.18,35.04567,-118.99700,14.870,3.35,ML,28,80,18,0.29,NCSN,73683516
2022/01/30 07:16:42.10,38.15217,-118.00700,-1.210,3.84,ML,54,82,45,0.51,NCSN,73685716
2022/01/30 17:46:27.02,33.32450,-116.92717,11.560,3.93,Mw,13,107,7,0.15,NCSN,73685931
2022/02/01 17:26:16.67,33.94950,-118.19583,7.140,3.38,ML,15,115,25,0.17,NCSN,73686866
2022/02/02 01:41:48.22,38.65533,-119.77250,-1.090,3.47,Mw,59,39,9,0.15,NCSN,73686986
2022/02/04 15:50:09.36,38.84617,-122.81917,1.120,3.14,ML,91,22,1,0.07,NCSN,73688171
2022/02/06 04:55:17.85,38.78567,-122.74533,0.840,3.36,ML,106,39,1,0.08,NCSN,73689126
2022/02/06 23:24:47.28,33.70250,-117.50350,4.170,3.64,ML,22,126,34,0.23,NCSN,73689486
2022/02/07 00:01:53.73,37.72817,-122.13567,4.280,3.09,ML,202,14,3,0.16,NCSN,73689506
2022/02/08 23:16:00.41,38.80817,-122.80133,2.930,3.27,ML,98,30,1,0.07,NCSN,73690166
2022/02/11 00:25:02.19,34.40867,-119.13917,14.840,4.10,ML,44,117,26,0.33,NCSN,73691121
2022/02/12 03:13:42.08,37.73950,-122.14783,3.840,3.24,Mw,161,21,3,0.13,NCSN,73691736
2022/02/14 16:41:35.17,34.37917,-118.65600,1.600,3.31,ML,35,120,5,0.29,NCSN,73692731
2022/02/15 05:34:53.70,38.19383,-117.89433,-1.690,3.35,ML,30,139,21,0.39,NCSN,73693006
2022/02/15 21:16:23.13,38.20633,-117.77617,-1.840,4.48,Mw,59,96,16,0.52,NCSN,73693366
2022/02/16 12:10:59.58,36.84517,-121.55350,7.000,3.09,ML,99,23,4,0.14,NCSN,73693581
2022/02/16 23:02:47.90,35.69867,-121.12550,6.600,3.30,ML,60,105,3,0.09,NCSN,73693841
2022/02/19 21:35:37.60,40.29200,-124.41917,8.510,3.14,ML,38,239,7,0.13,NCSN,73695251
2022/02/21 05:06:09.30,38.27617,-118.35917,-2.030,3.66,ML,58,130,13,0.41,NCSN,73695781
2022/02/21 05:07:36.21,36.72066,-121.37117,2.700,3.40,Mw,87,50,3,0.14,NCSN,73695786
2022/02/26 01:42:23.08,38.19350,-117.77983,0.930,3.34,ML,33,143,14,0.16,NCSN,73698041
2022/02/27 01:44:18.46,34.42017,-119.12984,16.800,4.10,ML,41,138,26,0.31,NCSN,73698491
2022/02/27 04:44:34.53,34.42867,-119.11916,17.920,3.12,ML,55,137,34,0.26,NCSN,73698531
2022/02/27 04:44:34.87,34.44283,-119.14133,5.360,3.13,Md,31,135,28,0.21,NCSN,73698536
2022/03/01 05:01:11.10,34.44433,-119.30016,9.950,3.18,ML,26,171,37,0.24,NCSN,73699276
2022/03/01 05:06:43.03,34.45117,-119.29650,7.560,3.12,ML,29,152,36,0.24,NCSN,73699286
2022/03/01 18:17:21.35,38.15083,-118.02683,9.510,3.43,ML,37,141,29,0.19,NCSN,73699591
2022/03/03 11:39:58.20,38.78050,-122.75816,0.400,3.78,Mw,109,31,1,0.07,NCSN,73700486
2022/03/05 11:02:15.97,35.51300,-118.38300,10.400,3.43,ML,34,52,24,0.13,NCSN,73701601
2022/03/05 15:07:29.78,36.52867,-121.11816,6.480,3.22,ML,77,63,2,0.11,NCSN,73701676
2022/03/07 16:22:42.90,38.22583,-119.08000,8.970,3.54,Mw,46,48,7,0.16,NCSN,73702486
2022/03/13 20:51:30.10,36.58933,-121.18633,6.100,3.23,ML,78,65,2,0.08,NCSN,71127384
2022/03/13 20:51:32.26,36.58467,-121.18833,6.030,4.12,Mw,92,81,2,0.12,NCSN,73705146
2022/03/14 04:09:24.97,36.58600,-121.18283,5.890,3.07,ML,80,54,2,0.11,NCSN,73705251
2022/03/15 11:48:31.19,37.15800,-115.21616,-1.170,3.39,ML,13,249,95,0.18,NCSN,73705901
2022/03/15 18:15:34.69,35.82433,-117.65533,9.350,3.18,ML,17,79,17,0.15,NCSN,73706086
2022/03/18 04:51:22.29,38.52100,-119.54050,-0.540,3.99,Mw,32,69,5,0.09,NCSN,73707021
2022/03/18 15:16:25.79,36.48300,-120.90550,17.940,3.28,ML,94,50,6,0.19,NCSN,73707241
2022/03/19 16:59:41.39,37.00217,-121.76150,12.040,3.58,Mw,184,51,5,0.19,NCSN,73707826
2022/03/22 10:33:38.52,34.02367,-117.57450,4.950,3.39,ML,30,91,19,0.22,NCSN,73708721
2022/03/24 09:42:11.35,41.93700,-119.62150,16.900,3.30,Mh,18,282,57,0.34,NCSN,73709561
2022/03/25 21:10:58.61,39.12667,-122.25850,-0.490,3.67,Mw,74,49,3,0.25,NCSN,73710361
2022/03/26 17:46:51.28,38.51367,-119.54283,-0.460,3.29,ML,25,55,6,0.09,NCSN,73710701
2022/03/29 03:44:35.00,41.97950,-119.58350,10.250,3.30,Mh,11,298,60,0.09,NCSN,73711731
2022/03/29 22:27:18.98,37.13183,-116.18367,-0.740,3.08,ML,8,224,21,0.17,NCSN,73712061
2022/03/31 02:05:26.76,37.40933,-118.60316,10.530,3.93,Mw,37,62,7,0.07,NCSN,73712486
2022/03/31 08:16:30.00,37.41083,-118.60100,10.530,3.29,ML,31,61,7,0.07,NCSN,73712606
2022/03/31 22:39:04.67,36.81050,-121.53950,5.840,3.33,ML,126,29,3,0.18,NCSN,73712821
2022/04/01 11:34:29.81,38.21550,-117.86900,-1.900,3.84,ML,49,140,21,0.38,NCSN,73713031
2022/04/01 15:31:59.62,40.81650,-123.46967,26.050,3.02,ML,63,28,23,0.14,NCSN,73713091
2022/04/02 10:31:04.68,41.04533,-123.51050,33.390,3.54,ML,80,42,26,0.19,NCSN,73713331
2022/04/03 09:51:31.07,35.03167,-116.98050,4.420,3.92,ML,44,54,17,0.22,NCSN,73713681
2022/04/04 15:16:46.24,40.48717,-124.21017,21.400,4.07,Mw,48,56,7,0.15,NCSN,73714181
2022/04/04 15:18:31.59,40.48167,-124.21867,21.410,3.80,Mw,47,60,7,0.14,NCSN,73714176
2022/04/08 09:35:54.65,35.32000,-118.54450,8.260,3.51,ML,48,38,16,0.25,NCSN,73715906
2022/04/11 23:40:18.49,33.18467,-115.42950,10.060,3.35,ML,7,300,102,0.14,NCSN,73717221
2022/04/14 17:26:19.98,38.01083,-118.05117,9.850,3.32,ML,46,107,31,0.13,NCSN,73717525
2022/04/15 04:31:12.84,33.03617,-117.03484,2.260,4.50,Mw,10,229,10,0.69,NCSN,73717720
2022/04/17 05:38:34.07,32.29517,-116.04366,3.030,4.03,ML,11,263,73,0.29,NCSN,73718695
2022/04/19 05:00:09.15,38.79667,-122.98333,1.300,3.15,ML,81,34,4,0.06,NCSN,73719985
2022/04/22 05:02:34.90,36.67817,-121.30417,4.370,3.22,ML,87,54,5,0.12,NCSN,73721575
2022/04/30 18:17:56.92,38.81950,-122.80317,3.740,3.32,ML,96,22,1,0.07,NCSN,73726581
2022/05/01 03:17:37.97,38.79883,-122.81167,3.080,3.34,ML,124,29,1,0.07,NCSN,73727061
2022/05/02 21:56:48.67,36.12033,-118.07150,-1.330,3.82,ML,48,38,20,0.40,NCSN,73728446
2022/05/06 20:17:27.06,40.82133,-124.36134,23.020,3.25,ML,44,190,19,0.12,NCSN,73730206
2022/05/09 21:35:32.53,32.98950,-116.31233,1.490,3.67,ML,11,211,46,0.21,NCSN,73731436
2022/05/09 23:21:37.51,36.91333,-118.03600,5.660,3.24,ML,43,62,23,0.19,NCSN,73731516
2022/05/10 06:53:50.80,35.52617,-117.39400,11.100,3.54,ML,16,109,3,0.07,NCSN,73731611
2022/05/13 13:32:36.69,33.33750,-116.85567,6.380,3.74,ML,12,115,2,0.17,NCSN,73733146
2022/05/14 11:20:00.84,40.37717,-124.75467,18.350,3.00,Md,74,237,36,0.17,NCSN,73733606
2022/05/14 21:28:14.93,34.92233,-119.34000,1.450,3.54,ML,57,63,7,0.62,NCSN,73733751
2022/05/16 06:16:50.47,33.97850,-116.44017,-1.140,3.96,ML,21,74,37,0.53,NCSN,73734361
2022/05/20 16:20:35.46,40.48367,-124.30917,19.160,3.05,ML,42,127,3,0.11,NCSN,73736021
2022/05/22 01:30:30.39,37.51867,-118.82283,5.310,3.35,ML,45,46,8,0.05,NCSN,73736456
2022/05/26 08:11:39.70,37.22983,-118.29183,5.470,3.31,ML,35,76,1,0.05,NCSN,73738116
2022/05/26 09:23:32.35,35.60417,-117.41200,7.280,4.31,Mw,31,83,10,0.14,NCSN,73738141
2022/05/28 00:42:05.86,36.23833,-120.81084,6.670,3.02,ML,85,110,3,0.12,NCSN,73738836
2022/06/02 12:07:22.23,38.07650,-122.00767,18.430,4.14,Mw,224,24,6,0.25,NCSN,73740051
2022/06/02 20:57:23.24,38.20750,-117.88900,-1.790,3.66,ML,54,138,21,0.38,NCSN,73740131
2022/06/03 10:40:30.01,33.22750,-116.64333,5.580,3.75,ML,10,149,16,0.10,NCSN,73740221
2022/06/08 14:41:33.19,33.29100,-116.11417,0.030,3.22,ML,9,211,42,0.32,NCSN,73741521
2022/06/08 22:48:21.36,35.51050,-118.38350,8.930,3.89,ML,39,37,24,0.16,NCSN,73742991
2022/06/09 07:34:17.36,35.51000,-118.38250,7.740,3.39,ML,33,37,19,0.11,NCSN,73743206
2022/06/09 22:26:59.10,40.29150,-124.51884,20.180,3.79,Mw,45,235,15,0.12,NCSN,73743421
2022/06/13 09:40:43.53,38.94617,-123.00250,6.060,3.01,ML,88,49,12,0.08,NCSN,73744931
2022/06/16 16:55:22.84,38.20700,-117.81866,11.010,4.10,Mw,57,94,17,0.57,NCSN,73746271
2022/06/16 17:58:34.26,35.17967,-118.97500,14.160,3.35,ML,23,58,14,0.20,NCSN,73746326
2022/06/17 23:47:52.28,35.11600,-118.99400,13.970,3.32,ML,36,41,15,0.32,NCSN,73746876
2022/06/18 20:14:16.08,37.19233,-121.58067,5.080,3.33,ML,147,34,5,0.11,NCSN,73747161
2022/06/24 09:05:12.08,35.97233,-120.52666,10.720,3.35,Mw,76,57,1,0.08,NCSN,73750331
2022/06/28 11:57:40.71,38.83017,-122.74717,0.480,4.19,Mw,104,43,1,0.09,NCSN,73752031
2022/06/30 17:48:11.28,38.22200,-117.78833,-1.710,3.70,ML,48,193,18,0.58,NCSN,73752931
2022/07/01 05:27:56.81,37.19250,-118.26950,11.630,3.24,ML,34,101,4,0.08,NCSN,73753116
2022/07/01 11:13:48.54,41.40583,-119.23650,-1.090,3.32,Md,29,163,94,1.07,NCSN,73753176
2022/07/03 17:28:48.00,38.69400,-116.09000,0.041,3.50,ML,0,0,0,0.00,NCSN,73753946
2022/07/04 07:22:41.36,37.35300,-118.55167,10.300,3.38,ML,45,40,20,0.07,NCSN,73754191
2022/07/06 06:15:46.25,35.55350,-118.39967,6.810,3.71,ML,26,48,14,0.10,NCSN,73755231
2022/07/08 10:29:52.99,33.22783,-116.12450,-1.200,3.21,ML,14,119,43,0.37,NCSN,73756286
2022/07/11 15:02:04.12,38.68700,-116.08800,0.800,3.50,ML,0,0,0,0.00,NCSN,73757466
2022/07/11 16:47:18.00,38.67500,-116.08500,0.100,3.50,ML,0,0,0,0.00,NCSN,73757481
2022/07/13 16:01:36.27,33.30133,-116.31533,0.330,3.40,ML,7,186,39,0.23,NCSN,73758256
2022/07/14 18:54:03.57,33.27167,-116.01867,-1.140,3.60,ML,12,156,51,0.43,NCSN,73758621
2022/07/14 19:30:34.40,34.21733,-117.59167,6.050,3.34,ML,31,75,32,0.23,NCSN,73758641
2022/07/15 01:19:06.72,35.70850,-117.58533,9.930,4.59,Mw,25,122,15,0.14,NCSN,73758726
2022/07/15 01:47:56.92,32.96167,-122.26600,9.920,3.18,ML,18,324,255,0.18,NCSN,73758741
2022/07/17 08:19:59.64,38.81650,-122.82217,2.640,3.26,ML,99,19,1,0.05,NCSN,73759571
2022/07/17 10:41:43.48,33.41017,-118.01650,-0.510,3.55,ML,21,194,42,0.73,NCSN,73759706
2022/07/17 11:34:47.40,35.48633,-118.28384,5.940,3.48,ML,41,35,24,0.11,NCSN,73759731
2022/07/17 15:44:26.35,35.50917,-118.38116,7.610,3.88,Mw,39,47,19,0.14,NCSN,73759836
2022/07/17 18:18:39.61,33.26583,-115.99617,1.320,3.57,ML,11,205,53,0.43,NCSN,73759896
2022/07/18 17:07:58.07,35.51450,-118.38683,9.630,3.59,ML,34,47,18,0.11,NCSN,73760301
2022/07/19 17:00:16.92,37.91333,-118.45517,10.030,3.06,ML,41,65,14,0.10,NCSN,73760676
2022/07/22 00:11:28.50,36.19600,-117.82283,6.970,3.21,ML,17,83,9,0.13,NCSN,73761456
2022/07/23 01:41:04.68,39.46567,-121.47617,0.590,4.24,Mw,23,62,2,0.11,NCSN,73761796
2022/07/23 02:47:13.33,36.07433,-120.16300,7.880,3.37,ML,50,104,13,0.09,NCSN,73761801
2022/07/25 11:21:20.30,32.69517,-116.73550,3.960,4.21,Mw,8,226,6,0.17,NCSN,73762606
2022/08/02 21:44:06.98,40.31367,-124.57833,15.880,3.90,Mw,59,232,20,0.20,NCSN,73763275
2022/08/03 18:45:00.67,34.44617,-117.80517,-0.640,3.45,ML,41,77,46,0.68,NCSN,73763600
2022/08/08 02:38:51.56,36.65467,-121.09283,11.050,3.26,ML,93,54,12,0.17,NCSN,73765315
2022/08/08 20:44:14.11,38.58167,-119.44600,5.400,4.45,Mw,31,54,6,0.11,NCSN,73765585
2022/08/09 00:33:28.59,38.58433,-119.44883,5.070,3.00,ML,23,61,6,0.08,NCSN,73765725
2022/08/11 17:12:57.71,38.58600,-119.44984,5.230,3.49,ML,25,60,6,0.09,NCSN,73766880
2022/08/12 03:37:05.02,38.58767,-119.45233,5.200,3.45,ML,29,55,6,0.09,NCSN,73767145
2022/08/13 07:25:36.24,41.13200,-123.88200,28.270,3.17,ML,65,56,12,0.14,NCSN,73767575
2022/08/13 12:33:35.76,40.75750,-123.93550,22.580,3.57,Mw,62,31,10,0.17,NCSN,73767655
2022/08/17 00:53:01.40,33.91817,-116.78567,15.000,3.20,ML,15,88,24,0.16,NCSN,73768880
2022/08/25 07:32:51.33,33.30867,-116.33033,2.910,3.39,ML,10,184,22,0.17,NCSN,73771645
2022/08/27 19:42:52.74,37.35683,-121.71267,8.120,3.00,ML,125,33,5,0.08,NCSN,73772490
2022/08/28 13:04:11.34,38.19900,-117.97550,7.730,3.18,ML,23,171,27,0.14,NCSN,73772710
2022/08/28 22:48:03.50,35.64200,-118.31834,7.830,3.52,ML,37,42,9,0.21,NCSN,73772870
2022/08/30 18:31:27.29,38.16567,-117.91267,-1.740,3.83,ML,47,152,20,0.40,NCSN,73773465
2022/08/31 22:41:44.17,40.50550,-124.25600,26.240,3.33,ML,47,111,8,0.13,NCSN,73774035
2022/09/01 13:36:22.15,36.54900,-121.09650,1.600,4.00,Mw,74,64,5,0.09,NCSN,73774300
2022/09/01 15:21:20.38,41.96283,-119.57017,14.900,3.16,Md,28,129,59,0.27,NCSN,73774330
2022/09/03 17:04:55.94,33.99933,-117.56517,7.860,3.84,ML,35,93,18,0.20,NCSN,73775080
2022/09/04 18:57:55.73,36.56883,-121.13084,9.910,3.47,Mw,92,66,4,0.15,NCSN,73775400
2022/09/04 22:55:15.62,37.31217,-121.67817,7.770,3.36,ML,161,28,5,0.11,NCSN,73775530
2022/09/06 11:55:23.70,33.97300,-116.84866,-0.810,3.29,ML,15,88,31,0.28,NCSN,73776025
2022/09/11 06:55:21.99,36.63650,-121.25816,9.530,3.24,ML,88,54,6,0.12,NCSN,73780356
2022/09/12 20:09:09.11,39.60250,-120.40317,-1.550,3.30,ML,45,44,16,0.13,NCSN,73780871
2022/09/13 22:44:25.84,37.46650,-118.81233,8.990,3.00,ML,40,62,13,0.04,NCSN,73781266
2022/09/14 01:39:38.73,38.47500,-122.70717,5.570,4.39,Mw,151,22,3,0.14,NCSN,73781306
2022/09/14 01:40:20.42,38.48133,-122.70367,5.590,4.29,ML,142,24,2,0.11,NCSN,71129069
2022/09/15 20:07:05.39,36.94433,-121.03584,6.420,3.25,ML,88,48,9,0.15,NCSN,73782086
2022/09/16 16:12:42.85,38.52333,-119.50500,5.300,3.65,Mw,38,47,2,0.10,NCSN,73782441
2022/09/17 03:53:51.49,41.98933,-119.56467,0.470,3.01,Md,14,150,62,0.32,NCSN,73782636
